"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","rt","stimulus","key_press","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","x","y","bL","bR","dotsize","starttime","basespeed","speed0","init_direction","time_frame","time_ISI","responses","animation_sequence","test_part"
"true","fullscreen","0","11707","0.0-0.0","p8dkdc8f15","1587605838390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","1","13419","0.0-1.0","p8dkdc8f15","1587605838390","1709.0249999891967","Welcome to the experiment. Press any key to begin.","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","2","16102","0.0-2.0","p8dkdc8f15","1587605838390","2682.1750000235625","<p>In this experiment, you will judge whether most dots are moving </p><p> to the right side or the left side. </p> ","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","23004","0.0-3.0","p8dkdc8f15","1587605838390","6900.384999986272","<p>Dot motion will be presented for 1 second. After that, the dots will disappear and you will make your decision. </p><p>Which direction are most dots moving? </p>","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","zeyirdk","4","24009","0.0-4.0-0.0","p8dkdc8f15","1587605838390","-1","","-1","","","true","1000","true","1","100","1","0","0.7","0.30000000000000004","14.4","-1","1","1152","511.2","black","white","3","2","2","17.69116071435357","[24.295000010170043,16.005000041332096,16.76999998744577,33.924999996088445,16.24999998603016,28.129999991506338,37.88499999791384,17.610000038985163,16.64999994682148,15.855000005103648,16.45500003360212,17.070000001695007,17.590000003110617,16.509999986737967,15.614999982062727,17.500000016298145,16.884999989997596,16.594999993685633,18.16000003600493,14.414999983273447,17.140000010840595,17.004999972414225,15.72000002488494,17.609999980777502,16.08000003034249,16.90499996766448,17.515000014100224,16.430000017862767,16.454999975394458,16.419999999925494,16.635000007227063,16.829999978654087,16.300000017508864,16.475000011269003,22.8050000150688,11.919999960809946,16.364999988581985,15.799999993760139,16.110000025946647,17.05500000389293,17.34500000020489,16.654999984893948,16.24999998603016,17.00000005075708,15.484999981708825,16.989999974612147,16.950000019278377,17.715000023599714,15.419999952428043,17.525000032037497,15.494999999646097,17.749999999068677,16.174999997019768,16.149999981280416,18.10500002466142,15.949999971780926]","56","720","426","false","20","20","black","1","false","1","1","1440","852","","","","","","","","","","","","","",""
"","html-keyboard-response","5","30023","0.0-5.0","p8dkdc8f15","1587605838390","6012.749999994412","<p>To make your decision, press Q to choose left, press P to choose right. </p> <p>Remember, your job is to decide which direction most dots are moving towards. </p>","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
