"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","rt","stimulus","key_press","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","x","y","bL","bR","dotsize","starttime","basespeed","speed0","init_direction","time_frame","time_ISI","responses","animation_sequence","test_part"
"true","fullscreen","0","2007","0.0-0.0","pswpncopl6","1587605728204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","1","2348","0.0-1.0","pswpncopl6","1587605728204","336.99999999999955","Welcome to the experiment. Press any key to begin.","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","2","2498","0.0-2.0","pswpncopl6","1587605728204","148","<p>In this experiment, you will judge whether most dots are moving </p><p> to the right side or the left side. </p> ","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","2636","0.0-3.0","pswpncopl6","1587605728204","137","<p>Dot motion will be presented for 1 second. After that, the dots will disappear and you will make your decision. </p><p>Which direction are most dots moving? </p>","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","zeyirdk","4","3642","0.0-4.0-0.0","pswpncopl6","1587605728204","-1","","-1","","","true","1000","true","1","100","1","0","0.7","0.30000000000000004","16.8","-1","1","1344","630","black","white","3","2","2","16.661016949152536","[16.999999999999545,16,17,16,17,16,17,17.000000000000455,16.999999999999545,16,17,16,17,16,18.000000000000455,14.999999999999545,18,16,17,16,18,16,17.000000000000455,16.999999999999545,16,16,18,16,17,16,17.000000000000455,16,17.999999999999545,15,17,17,17,16,18,15.000000000000455,17.999999999999545,16,17,16,18.000000000000455,16,16,16.999999999999545,17,16,18,16,16,17.000000000000455,16.999999999999545,16,17,17,17]","59","840","525","false","20","20","black","1","false","1","1","1680","1050","","","","","","","","","","","","","",""
"","html-keyboard-response","5","4028","0.0-5.0","pswpncopl6","1587605728204","383","<p>To make your decision, press Q to choose left, press P to choose right. </p> <p>Remember, your job is to decide which direction most dots are moving towards. </p>","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","zeyi","6","5783","0.0-6.0-0.0","pswpncopl6","1587605728204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1050","168","1512","16.8","4296","1.68","0","0","10","0","[{""mKey"":80,""mRT"":149},{""mKey"":80,""mRT"":305},{""mKey"":80,""mRT"":477},{""mKey"":81,""mRT"":598},{""mKey"":81,""mRT"":773},{""mKey"":81,""mRT"":911},{""mKey"":81,""mRT"":1048},{""mKey"":81,""mRT"":1265},{""mKey"":81,""mRT"":1474.000000000001},{""mKey"":81,""mRT"":1614},{""mKey"":81,""mRT"":1746}]","[{""mRT"":12,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":22.00000000000091,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":32,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":42,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":52,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":67,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":77,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":87,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":98,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":109,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":120,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":131.0000000000009,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":142,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":152,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":164,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":173,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":184,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":195,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":206,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":215,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":225,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":237,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":246,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":256.0000000000009,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":266,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":277,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":289,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":297,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":308,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":318,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":330,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":339,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":349.0000000000009,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":359,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":371,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":380,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":391,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":403,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":411,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":422,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":432,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":444,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":456,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":465,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":475,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":486,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":499,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":507,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":518,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":528,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":539,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":550,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":561,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":571,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":582,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":591,""mPos"":840,""mSpeed"":0,""mKey"":0,""mDir"":0},{""mRT"":601,""mPos"":840,""mSpeed"":0,""mKey"":-1,""mDir"":0},{""mRT"":612,""mPos"":838.32,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":623.0000000000009,""mPos"":836.6400000000001,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":635,""mPos"":834.9600000000002,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":644,""mPos"":833.2800000000002,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":654,""mPos"":831.6000000000003,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":666,""mPos"":829.9200000000003,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":675,""mPos"":828.2400000000004,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":686,""mPos"":826.5600000000004,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":698,""mPos"":824.8800000000005,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":709,""mPos"":823.2000000000005,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":719,""mPos"":821.5200000000006,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":731,""mPos"":819.8400000000006,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":742,""mPos"":818.1600000000007,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":752,""mPos"":816.4800000000007,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":765,""mPos"":814.8000000000008,""mSpeed"":-1.68,""mKey"":0,""mDir"":-1},{""mRT"":775,""mPos"":813.1200000000008,""mSpeed"":-1.68,""mKey"":-1,""mDir"":-1},{""mRT"":786,""mPos"":809.7600000000008,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":799,""mPos"":806.4000000000008,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":809,""mPos"":803.0400000000008,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":820.0000000000009,""mPos"":799.6800000000007,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":832,""mPos"":796.3200000000007,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":844,""mPos"":792.9600000000007,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":853,""mPos"":789.6000000000007,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":866,""mPos"":786.2400000000007,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":877,""mPos"":782.8800000000007,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":889.0000000000009,""mPos"":779.5200000000007,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":898,""mPos"":776.1600000000007,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":909,""mPos"":772.8000000000006,""mSpeed"":-3.36,""mKey"":0,""mDir"":-1},{""mRT"":919,""mPos"":769.4400000000006,""mSpeed"":-3.36,""mKey"":-1,""mDir"":-1},{""mRT"":932,""mPos"":764.4000000000007,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":942,""mPos"":759.3600000000007,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":952,""mPos"":754.3200000000007,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":965,""mPos"":749.2800000000008,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":974.0000000000009,""mPos"":744.2400000000008,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":984,""mPos"":739.2000000000008,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":995,""mPos"":734.1600000000009,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":1006.0000000000009,""mPos"":729.1200000000009,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":1016,""mPos"":724.080000000001,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":1027,""mPos"":719.040000000001,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":1037,""mPos"":714.000000000001,""mSpeed"":-5.04,""mKey"":0,""mDir"":-1},{""mRT"":1049,""mPos"":708.9600000000011,""mSpeed"":-5.04,""mKey"":-1,""mDir"":-1},{""mRT"":1060,""mPos"":702.240000000001,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1071,""mPos"":695.520000000001,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1081,""mPos"":688.800000000001,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1094,""mPos"":682.080000000001,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1102,""mPos"":675.3600000000009,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1114,""mPos"":668.6400000000009,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1125,""mPos"":661.9200000000009,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1137,""mPos"":655.2000000000008,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1148,""mPos"":648.4800000000008,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1159,""mPos"":641.7600000000008,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1170,""mPos"":635.0400000000008,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1180,""mPos"":628.3200000000007,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1192,""mPos"":621.6000000000007,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1201,""mPos"":614.8800000000007,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1212,""mPos"":608.1600000000007,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1222,""mPos"":601.4400000000006,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1233,""mPos"":594.7200000000006,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1243,""mPos"":588.0000000000006,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1254,""mPos"":581.2800000000005,""mSpeed"":-6.72,""mKey"":0,""mDir"":-1},{""mRT"":1266,""mPos"":574.5600000000005,""mSpeed"":-6.72,""mKey"":-1,""mDir"":-1},{""mRT"":1278,""mPos"":566.1600000000005,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1287,""mPos"":557.7600000000006,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1297,""mPos"":549.3600000000006,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1308,""mPos"":540.9600000000006,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1319,""mPos"":532.5600000000006,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1328.000000000001,""mPos"":524.1600000000007,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1339,""mPos"":515.7600000000007,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1349.000000000001,""mPos"":507.3600000000007,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1363,""mPos"":498.9600000000007,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1371,""mPos"":490.56000000000074,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1381.000000000001,""mPos"":482.16000000000076,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1392,""mPos"":473.7600000000008,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1404,""mPos"":465.3600000000008,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1415,""mPos"":456.96000000000083,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1425,""mPos"":448.56000000000085,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1437.000000000001,""mPos"":440.1600000000009,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1448,""mPos"":431.7600000000009,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1458,""mPos"":423.3600000000009,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1468,""mPos"":414.96000000000095,""mSpeed"":-8.4,""mKey"":0,""mDir"":-1},{""mRT"":1480,""mPos"":406.56000000000097,""mSpeed"":-8.4,""mKey"":-1,""mDir"":-1},{""mRT"":1489,""mPos"":396.480000000001,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1499,""mPos"":386.400000000001,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1509,""mPos"":376.320000000001,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1520,""mPos"":366.24000000000103,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1532,""mPos"":356.16000000000105,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1543,""mPos"":346.08000000000106,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1552,""mPos"":336.0000000000011,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1563,""mPos"":325.9200000000011,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1573,""mPos"":315.8400000000011,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1584,""mPos"":305.7600000000011,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1594,""mPos"":295.68000000000114,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1604,""mPos"":285.60000000000116,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1614,""mPos"":275.5200000000012,""mSpeed"":-10.08,""mKey"":0,""mDir"":-1},{""mRT"":1625,""mPos"":265.4400000000012,""mSpeed"":-10.08,""mKey"":-1,""mDir"":-1},{""mRT"":1636,""mPos"":253.6800000000012,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1646,""mPos"":241.9200000000012,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1656,""mPos"":230.16000000000122,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1667,""mPos"":218.40000000000123,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1677,""mPos"":206.64000000000124,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1687.000000000001,""mPos"":194.88000000000125,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1698,""mPos"":183.12000000000126,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1711.000000000001,""mPos"":171.36000000000126,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1720,""mPos"":171.36000000000126,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1731,""mPos"":171.36000000000126,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1},{""mRT"":1742,""mPos"":171.36000000000126,""mSpeed"":-11.76,""mKey"":0,""mDir"":-1}]","test"
