"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","rt","stimulus","key_press","test_part","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","x","y","bL","bR","dotsize","starttime","basespeed","speed0","init_direction","time_frame","time_ISI","responses","animation_sequence"
"true","fullscreen","0","2167","0.0-0.0","4954p99tcv","1587584470698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","1","5984","0.0-1.0","4954p99tcv","1587584470698","3812.7649999951245","Welcome to the experiment. Press any key to begin.","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","2","6483","0.0-2.0","4954p99tcv","1587584470698","496.80500000249594","In this experiment, you will judge whether more dots are moving to the right side or the left side. ","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","7586","0.0-3.0","4954p99tcv","1587584470698","1101.5299999999115","Dots are randomly moving in three seconds and then they will disappear. You can make a decision. ","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","9050","0.0-4.0","4954p99tcv","1587584470698","1462.199999994482","Now you can press F and J key. Press F Key to LEFT. Press J key to RIGHT  ","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","5","9508","0.0-5.0","4954p99tcv","1587584470698","457.0299999904819"," One press means one unit of speed. The more times you press, the faster the dot moves. ","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","6","10042","0.0-6.0","4954p99tcv","1587584470698","531.9450000097277","If you want to change dot move to opposite postion, press once to change the position in the lowest speed. Press twice goes back to the normal speed","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","7","10248","0.0-7.0-0.0","4954p99tcv","1587584470698","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","zeyirdk","8","11258","0.0-7.0-1.0-0.0","4954p99tcv","1587584470698","-1","","-1","","","","true","1000","true","1","100","1","0","0.7","0.30000000000000004","2","-1","1","600","400","black","white","3","2","2","17.158534482938382","[19.50000000942964,17.21499999985099,25.55999999458436,16.80500000657048,16.569999992498197,15.274999997927807,18.70000000053551,15.639999997802079,17.489999998360872,17.12000000406988,15.110000007553026,17.954999988432974,16.625000003841706,15.650000001187436,17.770000005839393,16.0899999900721,14.985000001615845,18.710000003920868,14.274999994086102,18.510000008973293,16.814999995403923,16.214999996009283,16.28999999957159,17.13500000187196,16.810000000987202,16.36999999755062,17.57999999972526,16.100000008009374,16.015000001061708,17.760000002454035,16.33999998739455,16.790000008768402,16.279999996186234,17.605000000912696,29.649999996763654,19.75500000116881,17.375000010360964,15.994999994290993,16.9750000059139,15.154999986407347,15.235000013490207,17.244999995455146,20.109999997657724,14.94999999704305,14.815000002272427,17.149999999674037,18.045000004349276,14.834999994491227,17.730000006849878,14.924999995855615,18.909999998868443,16.264999998384155,16.0500000056345,16.849999999976717,17.764999996870756,15.274999997927807,17.300000006798655,17.175000000861473]","58","552","317.5","false","20","20","black","1","false","1","1","1440","900","","","","","","","","","","","","",""
